FECHA_DESEMBOLSO,PRODUCTO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,IFI,TIPO_IFI,MONTO_CREDITO,MONTO_CUOTA_INICIAL,PLAZOS,TASA,MONTO_VALOR_VIVIENDA,FECHA_CORTE
20200107,NCMV,LIMA,LIMA,CHORRILLOS,150108,CREDITO,BANCO,300357.96,34374.30,228,7.10,343743.00,20230811
20200107,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,79800.00,24398.00,180,8.20,121990.00,20230811
20200107,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,62798.08,19990.00,120,8.30,99900.00,20230811
20200107,NCMV,LIMA,LIMA,ATE,150103,CREDITO,BANCO,162062.14,19992.00,240,7.50,199916.00,20230811
20200107,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,97500.00,19500.00,240,10.45,130000.00,20230811
20200107,NCMV,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,99384.62,12930.00,204,8.20,129290.00,20230811
20200107,NCMV,CAJAMARCA,JAEN,JAEN,060801,CREDITO,BANCO,100000.00,42000.00,180,9.70,155000.00,20230811
20200107,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,133536.54,26802.00,120,8.30,178680.00,20230811
20200107,NCMV,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,138213.59,38140.00,240,8.20,193500.00,20230811
20200107,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,54461.54,34000.00,120,10.90,105240.00,20230811
20200107,NCMV,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,CREDITO,BANCO,123350.00,15150.00,180,10.60,151500.00,20230811
20200107,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,173570.00,20730.00,240,9.38,207300.00,20230811
20200107,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,50375.00,54000.00,60,8.50,120990.00,20230811
20200107,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,101038.46,13120.00,240,8.00,131200.00,20230811
20200107,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,307155.34,55830.00,240,6.90,372200.00,20230811
20200107,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,172349.51,45980.00,240,8.00,229900.00,20230811
20200107,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,243951.46,28630.00,240,7.50,286300.00,20230811
20200107,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,226796.12,60000.00,240,8.52,300000.00,20230811
20200107,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,190912.62,50760.00,120,9.00,253800.00,20230811
20200107,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,332980.16,60524.04,204,7.02,403493.60,20230811
20200107,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,310718.45,35560.00,240,7.10,355600.00,20230811
20200107,NCMV,LIMA,LIMA,ATE,150131,CREDITO,BANCO,266990.29,65000.00,240,7.30,340000.00,20230811
20200107,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,328000.00,82000.00,240,9.00,410000.00,20230811
20200107,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,300556.47,34397.02,240,7.10,343970.18,20230811
20200107,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,245519.90,28809.50,240,7.70,288095.00,20230811
20200107,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,244660.19,45600.00,240,7.50,304000.00,20230811
20200107,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,CREDITO,BANCO,342524.27,39200.00,240,6.99,392000.00,20230811
20200107,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,187286.41,22145.00,240,8.00,221450.00,20230811
20200107,NCMV,LIMA,CANIETE,MALA,150509,CREDITO,BANCO,377640.00,41960.00,240,9.05,419600.00,20230811
20200107,NCMV,LIMA,LIMA,BRENIA,150105,BANCO PICHINCHA,BANCO,253703.88,29483.00,240,7.00,294829.00,20230811
20200107,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,65400.00,6000.00,96,13.99,105000.00,20230811
20200108,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,305966.99,55614.00,240,7.10,370760.00,20230811
20200108,NCMV,LIMA,LIMA,LURIGANCHO,150118,BANBIF,BANCO,109583.65,14108.00,240,9.70,141075.00,20230811
20200108,NCMV,LIMA,LIMA,LURIGANCHO,150118,BANBIF,BANCO,114711.54,14700.00,240,8.00,147000.00,20230811
20200108,NCMV,LIMA,LIMA,LURIGANCHO,150118,BANBIF,BANCO,101594.23,28342.00,240,7.60,147000.00,20230811
20200108,NCMV,JUNIN,HUANCAYO,EL TAMBO,120114,INTERBANK,BANCO,101750.00,12750.00,180,10.40,127500.00,20230811
20200108,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,158990.29,19640.00,120,7.80,196400.00,20230811
20200108,NCMV,LIMA,LIMA,LA VICTORIA,150115,INTERBANK,BANCO,291805.76,38200.00,240,7.00,336000.00,20230811
20200108,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,344898.00,38322.00,240,9.40,383220.00,20230811
20200108,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,329877.09,37752.60,240,7.70,377526.00,20230811
20200108,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,225776.70,26550.00,240,7.70,265500.00,20230811
20200109,NCMV,LIMA,LIMA,BARRANCO,150104,INTERBANK,BANCO,236192.38,90000.00,120,7.90,333266.00,20230811
20200109,NCMV,PIURA,PIURA,PIURA,200101,INTERBANK,BANCO,239604.37,28132.50,240,9.20,281325.00,20230811
20200109,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,CREDITO,BANCO,269745.63,73325.20,228,7.30,351163.20,20230811
20200109,NCMV,AREQUIPA,AREQUIPA,MIRAFLORES,040110,INTERBANK,BANCO,118112.50,15093.00,240,8.50,150930.00,20230811
20200109,NCMV,ANCASH,SANTA,NUEVO CHIMBOTE,021809,CREDITO,BANCO,56280.00,8220.00,240,10.80,82200.00,20230811
20200109,NCMV,ANCASH,SANTA,CHIMBOTE,021801,CREDITO,BANCO,42600.00,6700.00,240,11.07,67000.00,20230811
20200109,NCMV,LIMA,LIMA,PUENTE PIEDRA,150125,COMERCIO,BANCO,107700.00,21300.00,240,9.50,142000.00,20230811
20200109,NCMV,LIMA,LIMA,LURIGANCHO,150118,COMERCIO,BANCO,95528.85,48150.00,120,8.50,160500.00,20230811
20200109,NCMV,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,CREDITO,BANCO,128500.00,24970.59,180,10.00,166470.59,20230811
20200109,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,BANBIF,BANCO,259307.77,30400.00,240,7.00,303887.00,20230811
20200109,NCMV,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,99385.58,12929.00,180,9.00,129290.00,20230811
20200109,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,93912.00,26728.00,180,11.10,133640.00,20230811
20200109,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,CREDITO,BANCO,366640.78,41960.00,240,6.99,419600.00,20230811
20200109,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,169213.59,20810.00,240,8.00,208100.00,20230811
20200109,NCMV,LIMA,LIMA,LINCE,150116,SCOTIABANK,BANCO,276736.89,31671.00,240,6.99,316710.00,20230811
20200109,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,53767.31,30222.00,60,8.50,100740.00,20230811
20200109,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,235631.07,34300.00,180,7.70,283400.00,20230811
20200109,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,108932.90,13548.10,132,9.50,135481.00,20230811
20200109,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,158422.33,56525.00,144,8.00,226100.00,20230811
20200109,NCMV,LA LIBERTAD,TRUJILLO,MOCHE,130107,CREDITO,BANCO,99455.00,19845.00,240,10.70,132300.00,20230811
20200109,NCMV,LIMA,LIMA,ATE,150103,CONTINENTAL,BANCO,115285.58,40599.00,240,8.50,173496.00,20230811
20200109,NCMV,LIMA,LIMA,JESUS MARIA,150113,BANCO PICHINCHA,BANCO,346271.84,62940.00,180,7.00,419600.00,20230811
20200109,NCMV,ANCASH,SANTA,CHIMBOTE,021801,BANCO PICHINCHA,BANCO,92500.00,11900.00,240,10.50,119000.00,20230811
20200110,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,330098.16,37777.90,240,6.99,377779.00,20230811
20200110,NCMV,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,161505.00,30795.00,240,9.50,205300.00,20230811
20200110,NCMV,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,BANCO PICHINCHA,BANCO,63846.15,9000.00,240,9.00,90000.00,20230811
20200110,NCMV,ICA,ICA,ICA,110101,BANCO PICHINCHA,BANCO,99038.46,74000.00,240,8.80,190000.00,20230811
20200110,NCMV,ICA,ICA,LA TINGUINIA,110102,BANBIF,BANCO,107692.31,35000.00,240,8.70,160000.00,20230811
20200110,NCMV,LIMA,LIMA,LURIGANCHO,150118,BANBIF,BANCO,125528.85,15950.00,240,7.00,159500.00,20230811
20200114,NCMV,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,130111,CREDITO,BANCO,233647.37,96152.63,240,9.70,329800.00,20230811
20200114,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,170699.03,20980.00,240,7.70,209800.00,20230811
20200114,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,SCOTIABANK,BANCO,156893.20,19400.00,240,7.50,194000.00,20230811
20200114,NCMV,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,CREDITO,BANCO,104000.00,13000.00,180,11.50,130000.00,20230811
20200114,NCMV,CALLAO,CALLAO,CALLAO,070101,CMAC HUANCAYO,CMAC,123800.00,40000.00,120,10.00,176800.00,20230811
20200114,NCMV,PUNO,SAN ROMAN,JULIACA,211101,CMAC HUANCAYO,CMAC,93400.00,12000.00,180,12.99,120000.00,20230811
20200114,NCMV,MOQUEGUA,ILO,PACOCHA,180303,CMAC HUANCAYO,CMAC,49800.00,7500.00,120,12.50,75000.00,20230811
20200114,NCMV,ICA,ICA,ICA,110101,CMAC HUANCAYO,CMAC,130000.00,21550.00,240,10.16,164550.00,20230811
20200114,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,SCOTIABANK,BANCO,271474.72,33663.00,240,6.99,313291.96,20230811
20200114,NCMV,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,197291.26,23290.00,240,7.50,232900.00,20230811
20200114,NCMV,LIMA,LIMA,LINCE,150116,SCOTIABANK,BANCO,259951.46,114750.00,240,6.99,382500.00,20230811
20200114,NCMV,LIMA,LIMA,LIMA,150101,INTERBANK,BANCO,340793.70,39000.00,240,7.00,390000.00,20230811
20200114,NCMV,LIMA,LIMA,SAN MIGUEL,150136,INTERBANK,BANCO,251392.55,40000.00,240,9.00,295000.00,20230811
20200114,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,325310.00,85290.00,240,9.00,410600.00,20230811
20200114,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,40400.00,3000.00,180,13.99,77000.00,20230811
20200115,NCMV,TACNA,TACNA,CRNEL. GREGORIO ALBARRACIN LANCHIPA,150141,CREDITO,BANCO,102000.00,34000.00,240,10.20,136000.00,20230811
20200115,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,253059.13,45786.90,240,9.30,305246.03,20230811
20200115,NCMV,LIMA,LIMA,BRENIA,150105,BANCO PICHINCHA,BANCO,147879.32,19587.30,240,8.50,184903.00,20230811
20200115,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,350800.00,52000.00,240,10.50,402800.00,20230811
20200115,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,123961.54,35480.00,120,8.23,177400.00,20230811
20200115,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,145359.22,18080.00,240,8.20,180800.00,20230811
20200115,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,63576.92,20180.00,240,8.20,100900.00,20230811
20200115,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,260000.99,30466.78,240,7.50,304667.80,20230811
20200115,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,285444.45,32800.58,240,7.30,326808.36,20230811
20200115,NCMV,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,172000.00,24800.00,180,9.99,209800.00,20230811
20200115,NCMV,TACNA,TACNA,TACNA,230101,CMAC HUANCAYO,CMAC,20000.00,97532.36,60,12.05,130532.36,20230811
20200115,FCTP,TACNA,TACNA,TACNA,230101,CMAC HUANCAYO,CMAC,55900.00,15500.00,180,16.01,105000.00,20230811
20200115,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CMAC HUANCAYO,CMAC,130000.00,53755.44,240,9.99,196755.44,20230811
20200115,NCMV,ICA,ICA,ICA,110101,CMAC HUANCAYO,CMAC,132800.00,16200.00,240,10.03,162000.00,20230811
20200115,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,43550.00,5050.00,240,13.99,82200.00,20230811
20200115,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,128100.00,24900.00,240,9.50,166000.00,20230811
20200115,NCMV,AREQUIPA,AREQUIPA,UCHUMAYO,040124,CREDITO,BANCO,97900.00,12500.00,240,9.62,125000.00,20230811
20200115,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,318912.62,82120.00,240,7.75,410600.00,20230811
20200115,FCTP,ANCASH,SANTA,NUEVO CHIMBOTE,021809,MI BANCO,BANCO,33000.00,7400.00,144,19.85,74000.00,20230811
20200115,NCMV,LIMA,LIMA,LURIGANCHO,150118,COMERCIO,BANCO,81495.19,41895.00,120,8.50,139650.00,20230811
20200115,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,313637.16,80761.57,240,8.05,403807.84,20230811
20200115,NCMV,CAJAMARCA,JAEN,JAEN,060801,INTERBANK,BANCO,94300.00,49700.00,120,8.00,157000.00,20230811
20200115,NCMV,AREQUIPA,AREQUIPA,SOCABAYA,040122,INTERBANK,BANCO,116900.00,20000.00,240,10.80,149900.00,20230811
20200115,NCMV,LIMA,LIMA,EL AGUSTINO,150111,BANCO PICHINCHA,BANCO,105288.46,48000.00,240,8.50,170500.00,20230811
20200115,NCMV,JUNIN,HUANCAYO,HUANCAYO,120101,CRAC RAIZ,CRAC,87000.00,50000.00,180,11.50,150000.00,20230811
20200115,NCMV,JUNIN,HUANCAYO,CHILCA,120107,CRAC RAIZ,CRAC,56300.00,10000.00,240,12.70,84000.00,20230811
20200116,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,250778.44,36875.07,240,7.50,301576.86,20230811
20200116,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,239250.00,43350.00,240,9.40,289000.00,20230811
20200116,NCMV,AREQUIPA,AREQUIPA,YANAHUARA,040126,CREDITO,BANCO,316000.00,103600.00,240,10.05,419600.00,20230811
20200116,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,271001.94,69783.00,240,7.50,348915.00,20230811
